Vuosi,Kk,Pv,Klo,Aikavyöhyke,Hiilimonoksidi (ug/m3),Typpidioksidi (ug/m3),Otsoni (ug/m3),Hengitettävät hiukkaset (ug/m3),Pienhiukkaset (ug/m3),Rikkidioksidi (ug/m3),Haisevat rikkiyhdisteet (ugS/m3)
2010,1,3,17:00,UTC,,8,,,6,,
2010,1,3,18:00,UTC,,6,,,6,,
2010,1,3,19:00,UTC,,9,,,7,,
2010,1,3,20:00,UTC,,7,,,7,,
2010,1,3,21:00,UTC,,10,,,6,,
2010,1,3,22:00,UTC,,12,,,6,,
2010,1,3,23:00,UTC,,9,,,6,,
2010,1,4,00:00,UTC,,9,,,3,,
2010,1,4,01:00,UTC,,38,,,5,,
2010,1,4,02:00,UTC,,38,,,5,,
2010,1,4,03:00,UTC,,35,,,4,,
2010,1,4,04:00,UTC,,39,,,4,,
2010,1,4,05:00,UTC,,33,,,3,,
2010,1,4,06:00,UTC,,49,,,,,
2010,1,4,07:00,UTC,,40,,,,,
2010,1,4,08:00,UTC,,33,,,3,,
2010,1,4,09:00,UTC,,32,,,5,,
2010,1,4,10:00,UTC,,32,,,4,,
2010,1,4,11:00,UTC,,27,,,4,,
2010,1,4,12:00,UTC,,21,,,4,,
2010,1,4,13:00,UTC,,16,,,4,,
2010,1,4,14:00,UTC,,22,,,4,,
2010,1,4,15:00,UTC,,39,,,7,,
2010,1,4,16:00,UTC,,,,,6,,
2010,1,4,17:00,UTC,,,,,5,,
2010,1,4,18:00,UTC,,51,,,5,,
2010,1,4,19:00,UTC,,54,,,8,,
2010,1,4,20:00,UTC,,25,,,6,,
2010,1,4,21:00,UTC,,32,,,6,,
2010,1,4,22:00,UTC,,25,,,6,,
2010,1,4,23:00,UTC,,18,,,6,,
2010,1,5,00:00,UTC,,12,,,4,,
2010,1,5,01:00,UTC,,16,,,5,,
2010,1,5,02:00,UTC,,8,,,5,,
2010,1,5,03:00,UTC,,8,,,7,,
2010,1,5,04:00,UTC,,13,,,8,,
2010,1,5,05:00,UTC,,20,,,8,,
2010,1,5,06:00,UTC,,18,,,7,,
2010,1,5,07:00,UTC,,25,,,9,,
2010,1,5,08:00,UTC,,24,,,8,,
2010,1,5,09:00,UTC,,24,,,8,,
2010,1,5,10:00,UTC,,25,,,9,,
2010,1,5,11:00,UTC,,23,,,9,,
2010,1,5,12:00,UTC,,25,,,9,,
2010,1,5,13:00,UTC,,26,,,10,,
2010,1,5,14:00,UTC,,32,,,11,,
2010,1,5,15:00,UTC,,23,,,9,,
2010,1,5,16:00,UTC,,32,,,10,,
2010,1,5,17:00,UTC,,31,,,10,,
2010,1,5,18:00,UTC,,28,,,13,,
2010,1,5,19:00,UTC,,25,,,11,,
2010,1,5,20:00,UTC,,22,,,11,,
2010,1,5,21:00,UTC,,21,,,12,,
2010,1,5,22:00,UTC,,15,,,9,,
2010,1,5,23:00,UTC,,13,,,10,,
2010,1,6,00:00,UTC,,14,,,9,,
2010,1,6,01:00,UTC,,16,,,8,,
2010,1,6,02:00,UTC,,24,,,10,,
2010,1,6,03:00,UTC,,37,,,10,,
2010,1,6,04:00,UTC,,36,,,10,,
2010,1,6,05:00,UTC,,25,,,10,,
2010,1,6,06:00,UTC,,30,,,8,,
2010,1,6,07:00,UTC,,33,,,11,,
2010,1,6,08:00,UTC,,,,,15,,
2010,1,6,09:00,UTC,,,,,15,,
2010,1,6,10:00,UTC,,52,,,14,,
2010,1,6,11:00,UTC,,51,,,18,,
2010,1,6,12:00,UTC,,56,,,20,,
2010,1,6,13:00,UTC,,52,,,23,,
2010,1,6,14:00,UTC,,71,,,22,,
2010,1,6,15:00,UTC,,69,,,25,,
2010,1,6,16:00,UTC,,61,,,22,,
2010,1,6,17:00,UTC,,55,,,19,,
2010,1,6,18:00,UTC,,62,,,20,,
2010,1,6,19:00,UTC,,51,,,14,,
2010,1,6,20:00,UTC,,75,,,14,,
2010,1,6,21:00,UTC,,44,,,14,,
2010,1,6,22:00,UTC,,39,,,12,,
2010,1,6,23:00,UTC,,30,,,8,,
2010,1,7,00:00,UTC,,20,,,7,,
2010,1,7,01:00,UTC,,16,,,8,,
2010,1,7,02:00,UTC,,18,,,9,,
2010,1,7,03:00,UTC,,21,,,7,,
2010,1,7,04:00,UTC,,28,,,7,,
2010,1,7,05:00,UTC,,27,,,7,,
2010,1,7,06:00,UTC,,38,,,8,,
2010,1,7,07:00,UTC,,34,,,7,,
2010,1,7,08:00,UTC,,35,,,8,,
2010,1,7,09:00,UTC,,31,,,6,,
2010,1,7,10:00,UTC,,29,,,6,,
2010,1,7,11:00,UTC,,27,,,5,,
2010,1,7,12:00,UTC,,26,,,4,,
2010,1,7,13:00,UTC,,29,,,6,,
2010,1,7,14:00,UTC,,30,,,7,,
2010,1,7,15:00,UTC,,33,,,7,,
2010,1,7,16:00,UTC,,32,,,10,,
2010,1,7,17:00,UTC,,29,,,11,,
2010,1,7,18:00,UTC,,24,,,9,,
2010,1,7,19:00,UTC,,24,,,10,,
2010,1,7,20:00,UTC,,23,,,9,,
2010,1,7,21:00,UTC,,12,,,7,,
2010,1,7,22:00,UTC,,7,,,7,,
2010,1,7,23:00,UTC,,6,,,8,,
2010,1,8,00:00,UTC,,6,,,8,,
2010,1,8,01:00,UTC,,7,,,6,,
2010,1,8,02:00,UTC,,6,,,7,,
2010,1,8,03:00,UTC,,9,,,7,,
2010,1,8,04:00,UTC,,23,,,9,,
2010,1,8,05:00,UTC,,27,,,10,,
2010,1,8,06:00,UTC,,31,,,9,,
2010,1,8,07:00,UTC,,32,,,10,,
2010,1,8,08:00,UTC,,24,,,,,
2010,1,8,09:00,UTC,,28,,,17,,
2010,1,8,10:00,UTC,,23,,,12,,
2010,1,8,11:00,UTC,,22,,,11,,
2010,1,8,12:00,UTC,,29,,,11,,
2010,1,8,13:00,UTC,,30,,,11,,
2010,1,8,14:00,UTC,,50,,,14,,
2010,1,8,15:00,UTC,,46,,,13,,
2010,1,8,16:00,UTC,,48,,,13,,
2010,1,8,17:00,UTC,,43,,,15,,
2010,1,8,18:00,UTC,,65,,,23,,
2010,1,8,19:00,UTC,,63,,,33,,
2010,1,8,20:00,UTC,,78,,,32,,
2010,1,8,21:00,UTC,,60,,,28,,
2010,1,8,22:00,UTC,,62,,,25,,
2010,1,8,23:00,UTC,,44,,,23,,
2010,1,9,00:00,UTC,,43,,,19,,
2010,1,9,01:00,UTC,,34,,,17,,
2010,1,9,02:00,UTC,,37,,,15,,
2010,1,9,03:00,UTC,,34,,,15,,
2010,1,9,04:00,UTC,,30,,,14,,
2010,1,9,05:00,UTC,,33,,,15,,
2010,1,9,06:00,UTC,,40,,,15,,
2010,1,9,07:00,UTC,,34,,,15,,
2010,1,9,08:00,UTC,,53,,,17,,
2010,1,9,09:00,UTC,,63,,,24,,
2010,1,9,10:00,UTC,,60,,,34,,
2010,1,9,11:00,UTC,,47,,,19,,
2010,1,9,12:00,UTC,,45,,,22,,
2010,1,9,13:00,UTC,,42,,,20,,
2010,1,9,14:00,UTC,,49,,,18,,
2010,1,9,15:00,UTC,,54,,,24,,
2010,1,9,16:00,UTC,,62,,,30,,
2010,1,9,17:00,UTC,,84,,,42,,
2010,1,9,18:00,UTC,,54,,,30,,
2010,1,9,19:00,UTC,,66,,,27,,
2010,1,9,20:00,UTC,,66,,,34,,
2010,1,9,21:00,UTC,,64,,,28,,
2010,1,9,22:00,UTC,,69,,,33,,
2010,1,9,23:00,UTC,,69,,,29,,
2010,1,10,00:00,UTC,,55,,,18,,
2010,1,10,01:00,UTC,,37,,,12,,
2010,1,10,02:00,UTC,,19,,,6,,
2010,1,10,03:00,UTC,,15,,,7,,
2010,1,10,04:00,UTC,,22,,,8,,
2010,1,10,05:00,UTC,,10,,,7,,
2010,1,10,06:00,UTC,,27,,,9,,
2010,1,10,07:00,UTC,,18,,,7,,
2010,1,10,08:00,UTC,,29,,,8,,
2010,1,10,09:00,UTC,,35,,,13,,
2010,1,10,10:00,UTC,,37,,,15,,
2010,1,10,11:00,UTC,,24,,,16,,
2010,1,10,12:00,UTC,,28,,,16,,
2010,1,10,13:00,UTC,,25,,,11,,
2010,1,10,14:00,UTC,,14,,,6,,
2010,1,10,15:00,UTC,,27,,,6,,
2010,1,10,16:00,UTC,,28,,,6,,
2010,1,10,17:00,UTC,,32,,,6,,
2010,1,10,18:00,UTC,,14,,,6,,
2010,1,10,19:00,UTC,,13,,,6,,
2010,1,10,20:00,UTC,,9,,,6,,
2010,1,10,21:00,UTC,,9,,,6,,
2010,1,10,22:00,UTC,,8,,,5,,
